fio,faculty,title,degree
Соколов Л.О.,ИТМО,доцент,
Сидоров М.Ю.,ФФ,,
Попов В.И.,ИТМО,ассистент,
Алексеев Ж.Р.,ФФ,доцент,
Кузнецов Б.В.,ФЭТ,,к.н.
Лебедева Б.В.,ФМиМ,ассистент,
Семенов К.М.,ФЭТ,профессор,д.н.
Козлов В.И.,ФИВТ,профессор,к.н.
Козлов М.Ю.,ФПМИ,ассистент,к.н.
Петров М.Ю.,ФФ,профессор,
Лебедева З.Т.,ФУПМ,,д.н.
Морозов Л.О.,ФПМИ,доцент,к.н.
Волков Г.Н.,ФЭТ,доцент,к.н.
Соколов Д.С.,ФПМИ,профессор,
Петров А.А.,ФРТ,ассистент,к.н.
Лебедева И.К.,ФМиЕН,,к.н.
Семенов Л.О.,ФИТ,,к.н.
Иванов К.М.,ФУПМ,,
Семенов В.И.,ФИТ,профессор,к.н.
Новиков К.М.,ИТМО,ассистент,
Соколов Ж.Р.,ФМиМ,доцент,
Лебедев А.А.,ФМиЕН,доцент,д.н.
Сидоров И.К.,ФЭТ,профессор,
Лебедев А.А.,ФИВТ,профессор,д.н.
Морозов Д.С.,ФРТ,ассистент,к.н.
Семенов З.Т.,ФУПМ,,д.н.
Попов К.М.,ФФ,,к.н.
Волков Г.Н.,ИТМО,профессор,к.н.
Соколов Д.С.,ФУПМ,,д.н.
Кузнецов Б.В.,ФЭТ,профессор,к.н.
Волков З.Т.,ФИТ,доцент,
Лебедев А.А.,ФЭТ,,
Егоров И.К.,ФУПМ,профессор,д.н.
Смирнов Л.О.,ФИТ,ассистент,
Волков В.И.,ФРТ,,д.н.
Семенов Г.Н.,ФУПМ,,
Смирнов М.Ю.,ФМиМ,ассистент,к.н.
Петров Л.О.,ФФ,,к.н.
Сидоров К.М.,ФРТ,профессор,
Волков Ж.Р.,ФРТ,ассистент,д.н.
Козлов М.Ю.,ФРТ,ассистент,
Егоров И.К.,ФМиМ,ассистент,
Новиков К.М.,ФУПМ,доцент,
Лебедева В.И.,ФПМИ,,д.н.
Морозов Л.О.,ФЭТ,доцент,к.н.
Волков В.И.,ФИВТ,доцент,к.н.
Кузнецов Б.В.,ФИТ,,д.н.
Сидоров Ж.Р.,ФПМИ,ассистент,
Петров Л.О.,ФЭТ,ассистент,к.н.
Егоров К.М.,ФУПМ,профессор,
Лебедев К.М.,ФФ,,д.н.
Кузнецов З.Т.,ИТМО,профессор,д.н.
Лебедева Г.Н.,ФИТ,профессор,
Иванов Ж.Р.,ФИТ,,
Новиков Д.С.,ФУПМ,ассистент,д.н.
Новиков З.Т.,ФИТ,ассистент,д.н.
Морозов Е.П.,ФИТ,доцент,к.н.
Алексеев Г.Н.,ФИТ,,д.н.
Иванов З.Т.,ФФ,,
Кузнецов Л.О.,ФИТ,доцент,к.н.
Иванов А.А.,ИТМО,ассистент,д.н.
Попов В.И.,ФИВТ,профессор,к.н.
Волков М.Ю.,ФУПМ,доцент,
Иванов А.А.,ФИТ,профессор,
Алексеев М.Ю.,ФМиМ,ассистент,д.н.
Лебедев З.Т.,ФПМИ,ассистент,к.н.
Семенов М.Ю.,ФЭТ,профессор,д.н.
Лебедев Е.П.,ФРТ,,д.н.
Козлов К.М.,ФФ,,
Козлов Е.П.,ФФ,доцент,д.н.
Лебедев Е.П.,ФИТ,доцент,к.н.
Новиков К.М.,ФФ,,
Егоров М.Ю.,ФМиЕН,профессор,д.н.
Иванов Ж.Р.,ФРТ,профессор,д.н.
Алексеев М.Ю.,ИТМО,доцент,к.н.
Петров Е.П.,ФРТ,,
Иванов М.Ю.,ФПМИ,ассистент,к.н.
Петров Г.Н.,ФРТ,доцент,д.н.
Попов К.М.,ФПМИ,профессор,к.н.
Кузнецов Д.С.,ФЭТ,ассистент,к.н.
Егоров Г.Н.,ФФ,ассистент,д.н.
Кузнецов К.М.,ФМиЕН,профессор,
Козлов Б.В.,ФФ,доцент,к.н.
Алексеев Д.С.,ФМиМ,,д.н.
Сидоров Ж.Р.,ФЭТ,ассистент,д.н.
Петров И.К.,ФИТ,,
Лебедев В.И.,ИТМО,ассистент,к.н.
Соколов Ж.Р.,ФМиЕН,профессор,
Попов З.Т.,ФМиМ,профессор,к.н.
Лебедева З.Т.,ФРТ,профессор,к.н.
Новиков Б.В.,ФФ,,д.н.
Алексеев К.М.,ФЭТ,доцент,к.н.
Смирнов Д.С.,ФПМИ,ассистент,
Сидоров Д.С.,ФМиМ,доцент,д.н.
Семенов Е.П.,ФУПМ,профессор,к.н.
Козлов Л.О.,ИТМО,профессор,д.н.
Кузнецов А.А.,ИТМО,профессор,
Смирнов В.И.,ФМиЕН,доцент,к.н.
Кузнецов К.М.,ИТМО,ассистент,д.н.
Иванов Д.С.,ФПМИ,профессор,
Соколов Ж.Р.,ФРТ,доцент,
Лебедев Г.Н.,ФИВТ,ассистент,
Иванов Б.В.,ФУПМ,ассистент,
Волков Б.В.,ИТМО,,к.н.
Попов Е.П.,ФМиМ,доцент,к.н.
Лебедев М.Ю.,ФПМИ,профессор,
Новиков Д.С.,ФУПМ,ассистент,д.н.
Иванов Л.О.,ФИВТ,,д.н.
Морозов З.Т.,ФИТ,профессор,д.н.
Егоров Ж.Р.,ФФ,ассистент,
Кузнецов А.А.,ФИВТ,профессор,к.н.
Лебедев Д.С.,ФЭТ,профессор,к.н.
Лебедев Г.Н.,ФМиЕН,профессор,к.н.
Кузнецов Г.Н.,ФПМИ,доцент,
Морозов И.К.,ИТМО,доцент,
Алексеев Л.О.,ИТМО,профессор,д.н.
Волков И.К.,ФФ,профессор,д.н.
Алексеев В.И.,ИТМО,профессор,д.н.
Петров З.Т.,ФМиЕН,,д.н.
Алексеев И.К.,ФИТ,ассистент,
Сидоров В.И.,ФУПМ,ассистент,д.н.
Алексеев Л.О.,ИТМО,профессор,д.н.
Козлов Л.О.,ФФ,доцент,к.н.
Козлов М.Ю.,ФРТ,доцент,д.н.
Сидоров Л.О.,ФЭТ,ассистент,к.н.
Соколов К.М.,ИТМО,,д.н.
Лебедева Е.П.,ФУПМ,,к.н.
Иванов Д.С.,ФЭТ,ассистент,к.н.
Лебедева М.Ю.,ФПМИ,профессор,д.н.
Лебедева Д.С.,ФМиМ,ассистент,д.н.
Морозов З.Т.,ФРТ,,
Смирнов Ж.Р.,ФИТ,доцент,к.н.
Смирнов Е.П.,ФРТ,,д.н.
Попов Е.П.,ФПМИ,,к.н.
Попов Е.П.,ФУПМ,профессор,
Петров Д.С.,ФМиМ,доцент,к.н.
Морозов Л.О.,ФРТ,ассистент,
Соколов К.М.,ФЭТ,,к.н.
Иванов Д.С.,ФФ,ассистент,к.н.
Смирнов Л.О.,ФМиМ,,
Лебедева Л.О.,ФИВТ,ассистент,к.н.
Лебедев А.А.,ФИВТ,доцент,
Лебедев Г.Н.,ИТМО,,к.н.
Егоров И.К.,ФЭТ,профессор,д.н.
Соколов Л.О.,ФЭТ,ассистент,к.н.
Лебедев Б.В.,ФМиЕН,профессор,
Лебедева Л.О.,ФПМИ,ассистент,к.н.
Иванов К.М.,ФИВТ,доцент,к.н.
Волков Г.Н.,ФУПМ,,к.н.
Петров А.А.,ФПМИ,,д.н.
Лебедев М.Ю.,ФИТ,ассистент,
Морозов Г.Н.,ФИВТ,профессор,
Лебедев А.А.,ФПМИ,ассистент,к.н.
Егоров Д.С.,ФУПМ,профессор,д.н.
Волков В.И.,ФПМИ,ассистент,д.н.
Морозов Е.П.,ФУПМ,ассистент,д.н.
Кузнецов К.М.,ФМиМ,,
Козлов З.Т.,ФИТ,доцент,к.н.
Алексеев Б.В.,ИТМО,профессор,к.н.
Иванов Д.С.,ФФ,,к.н.
Семенов Л.О.,ФФ,ассистент,
Лебедева З.Т.,ФУПМ,профессор,к.н.
Алексеев М.Ю.,ФИВТ,профессор,д.н.
Егоров К.М.,ФРТ,ассистент,д.н.
Смирнов К.М.,ФУПМ,доцент,д.н.
Иванов Д.С.,ФИВТ,доцент,д.н.
Лебедева И.К.,ФРТ,ассистент,к.н.
Смирнов З.Т.,ФУПМ,доцент,д.н.
Попов Г.Н.,ФРТ,ассистент,к.н.
Егоров А.А.,ФМиЕН,ассистент,д.н.
Сидоров Д.С.,ФЭТ,,
Морозов И.К.,ФИТ,профессор,к.н.
Сидоров З.Т.,ФЭТ,доцент,д.н.
Попов Д.С.,ФУПМ,доцент,д.н.
Семенов В.И.,ФИВТ,,
Иванов Б.В.,ИТМО,ассистент,
Лебедев В.И.,ФИВТ,доцент,д.н.
Лебедев Б.В.,ИТМО,профессор,д.н.
Лебедева И.К.,ФИТ,доцент,
Лебедева Л.О.,ФМиЕН,доцент,
Сидоров Б.В.,ФПМИ,доцент,к.н.
Морозов Б.В.,ФПМИ,ассистент,
Петров К.М.,ФМиЕН,профессор,к.н.
Кузнецов Л.О.,ФРТ,доцент,
Новиков Е.П.,ФИТ,доцент,
Кузнецов Е.П.,ФРТ,ассистент,к.н.
Попов А.А.,ФИТ,ассистент,
Новиков Б.В.,ФИВТ,,д.н.
Сидоров Е.П.,ФПМИ,ассистент,к.н.
Смирнов М.Ю.,ФМиЕН,,к.н.
Смирнов К.М.,ФРТ,ассистент,
Петров К.М.,ИТМО,доцент,к.н.
Морозов Е.П.,ФИВТ,профессор,д.н.
Новиков А.А.,ФИВТ,ассистент,к.н.
Лебедев Д.С.,ФМиМ,,
Кузнецов И.К.,ФУПМ,,
Лебедева К.М.,ФУПМ,,д.н.
Морозов М.Ю.,ФУПМ,профессор,д.н.
Козлов Б.В.,ФПМИ,профессор,к.н.
Соколов И.К.,ФИТ,ассистент,к.н.
Попов Б.В.,ФМиМ,ассистент,к.н.
Волков Е.П.,ФУПМ,доцент,
Козлов К.М.,ИТМО,,к.н.
Новиков А.А.,ФЭТ,,д.н.
Петров К.М.,ФРТ,профессор,д.н.
Иванов Е.П.,ФПМИ,доцент,д.н.
Смирнов З.Т.,ИТМО,,
Алексеев Ж.Р.,ФИВТ,доцент,д.н.
Попов З.Т.,ФУПМ,доцент,к.н.
Сидоров М.Ю.,ФИВТ,,к.н.
Петров Е.П.,ФЭТ,профессор,д.н.
Смирнов В.И.,ФИТ,доцент,д.н.
Кузнецов Е.П.,ФФ,профессор,д.н.
Кузнецов Ж.Р.,ФПМИ,профессор,к.н.
Семенов И.К.,ФПМИ,профессор,д.н.
Кузнецов В.И.,ФИТ,профессор,
Егоров А.А.,ФИТ,ассистент,
Петров Г.Н.,ФМиМ,доцент,д.н.
Сидоров Л.О.,ФЭТ,профессор,к.н.
Волков Л.О.,ФФ,,д.н.
Попов Е.П.,ФМиМ,ассистент,к.н.
Семенов В.И.,ФМиМ,профессор,к.н.
Соколов Ж.Р.,ФИТ,ассистент,д.н.
Семенов Е.П.,ФМиМ,профессор,
Козлов И.К.,ФМиМ,,д.н.
Смирнов Л.О.,ФПМИ,,
Лебедев В.И.,ФРТ,ассистент,д.н.
Сидоров А.А.,ИТМО,профессор,
Смирнов В.И.,ФФ,профессор,д.н.
Волков К.М.,ФМиЕН,,д.н.
Иванов Б.В.,ФМиМ,доцент,
Сидоров Б.В.,ИТМО,ассистент,к.н.
Егоров Л.О.,ФРТ,доцент,к.н.
Семенов З.Т.,ФРТ,профессор,
Смирнов Л.О.,ФПМИ,,д.н.
Морозов Ж.Р.,ФПМИ,профессор,д.н.
Егоров М.Ю.,ИТМО,профессор,к.н.
Иванов А.А.,ФУПМ,ассистент,
Новиков Ж.Р.,ФМиЕН,доцент,
Семенов Б.В.,ФПМИ,доцент,
Сидоров А.А.,ФМиМ,ассистент,к.н.
Лебедев И.К.,ФИТ,,д.н.
Соколов К.М.,ФМиМ,профессор,
Егоров И.К.,ФМиМ,,д.н.
Лебедева Б.В.,ФЭТ,,к.н.
Иванов Д.С.,ФИТ,ассистент,
Лебедев Ж.Р.,ФМиЕН,,д.н.
Сидоров И.К.,ФИВТ,доцент,д.н.
Козлов А.А.,ФИТ,доцент,
Кузнецов Л.О.,ФПМИ,ассистент,д.н.
Лебедева З.Т.,ФРТ,доцент,
Новиков М.Ю.,ИТМО,,
Волков Г.Н.,ФПМИ,ассистент,
Новиков Г.Н.,ФИТ,ассистент,д.н.
Смирнов Д.С.,ФИВТ,,
Сидоров Е.П.,ФУПМ,профессор,к.н.
Лебедева Б.В.,ИТМО,ассистент,д.н.
Алексеев Е.П.,ФМиЕН,доцент,д.н.
Новиков И.К.,ФМиМ,ассистент,к.н.
Алексеев Д.С.,ФПМИ,ассистент,д.н.
Кузнецов Л.О.,ИТМО,ассистент,к.н.
Егоров Е.П.,ФИВТ,профессор,д.н.
Иванов Г.Н.,ФМиМ,профессор,
Смирнов З.Т.,ФИВТ,ассистент,
Лебедев З.Т.,ФИТ,доцент,
Волков Ж.Р.,ФЭТ,,
Семенов М.Ю.,ФУПМ,профессор,
Новиков Е.П.,ФЭТ,ассистент,д.н.
Петров И.К.,ФИТ,профессор,д.н.
Сидоров З.Т.,ФМиЕН,ассистент,
Попов З.Т.,ФРТ,ассистент,д.н.
Иванов Е.П.,ФМиЕН,,к.н.
Новиков К.М.,ФУПМ,профессор,к.н.
Кузнецов М.Ю.,ИТМО,доцент,к.н.
Соколов Л.О.,ФЭТ,ассистент,к.н.
Семенов К.М.,ФУПМ,профессор,д.н.
Морозов К.М.,ФИВТ,,д.н.
Смирнов В.И.,ФУПМ,ассистент,
Семенов Г.Н.,ФУПМ,,
Новиков А.А.,ФУПМ,профессор,д.н.
Сидоров К.М.,ФИВТ,,д.н.
Козлов А.А.,ФЭТ,,
Новиков Ж.Р.,ФРТ,ассистент,к.н.
Смирнов Л.О.,ФРТ,,д.н.
Козлов Г.Н.,ФМиЕН,ассистент,д.н.
Лебедева К.М.,ФУПМ,доцент,
Егоров Г.Н.,ФУПМ,,
Сидоров Д.С.,ФФ,доцент,к.н.
Новиков А.А.,ФИТ,доцент,д.н.
Смирнов Г.Н.,ФЭТ,доцент,
Егоров Б.В.,ФФ,ассистент,
Новиков Е.П.,ФУПМ,ассистент,к.н.
Лебедева М.Ю.,ФФ,доцент,к.н.
Кузнецов И.К.,ФФ,,
Алексеев В.И.,ФМиЕН,доцент,
Семенов А.А.,ФФ,ассистент,д.н.
Лебедева З.Т.,ФПМИ,ассистент,
Егоров И.К.,ФУПМ,доцент,
Соколов А.А.,ИТМО,профессор,к.н.
Семенов В.И.,ФПМИ,ассистент,д.н.
Лебедева М.Ю.,ФЭТ,,к.н.
Попов И.К.,ИТМО,,д.н.
Алексеев В.И.,ФУПМ,доцент,
Новиков Д.С.,ФИВТ,,д.н.
Соколов В.И.,ФУПМ,ассистент,к.н.
Морозов Д.С.,ФФ,,д.н.
Новиков М.Ю.,ФМиЕН,,к.н.
Егоров В.И.,ФМиЕН,ассистент,к.н.
Волков Е.П.,ИТМО,доцент,д.н.
Соколов В.И.,ФПМИ,,
Морозов Г.Н.,ФПМИ,ассистент,д.н.
Лебедев Б.В.,ФИТ,,д.н.
Лебедева Г.Н.,ФФ,доцент,
Козлов З.Т.,ФМиМ,,д.н.
Иванов А.А.,ФМиМ,,д.н.
Лебедева В.И.,ФРТ,доцент,к.н.
Алексеев М.Ю.,ФФ,профессор,к.н.
Лебедев Ж.Р.,ФЭТ,профессор,к.н.
Лебедева Д.С.,ФМиЕН,доцент,д.н.
Алексеев Г.Н.,ФМиМ,ассистент,
Смирнов М.Ю.,ФУПМ,,
Петров Л.О.,ФМиЕН,доцент,к.н.
Петров А.А.,ФПМИ,ассистент,д.н.
Иванов Б.В.,ФМиЕН,ассистент,
Сидоров И.К.,ФМиЕН,доцент,к.н.
Козлов Д.С.,ФПМИ,,д.н.
Алексеев Ж.Р.,ФЭТ,доцент,к.н.
Попов Д.С.,ИТМО,доцент,д.н.
Кузнецов Б.В.,ФЭТ,доцент,
Кузнецов З.Т.,ИТМО,ассистент,к.н.
Соколов Б.В.,ФПМИ,доцент,к.н.
Волков М.Ю.,ФИТ,ассистент,д.н.
Сидоров Г.Н.,ФИТ,доцент,
Алексеев Г.Н.,ФФ,ассистент,д.н.
Лебедева В.И.,ФУПМ,ассистент,
Новиков М.Ю.,ФИТ,ассистент,к.н.
Новиков Е.П.,ФМиЕН,доцент,
Сидоров М.Ю.,ИТМО,доцент,д.н.
Соколов Д.С.,ФЭТ,ассистент,
Новиков Е.П.,ФМиМ,ассистент,д.н.
Попов В.И.,ФМиМ,профессор,д.н.
Петров А.А.,ФРТ,,
Иванов Ж.Р.,ФМиЕН,,
Новиков З.Т.,ФФ,ассистент,к.н.
Сидоров К.М.,ФЭТ,профессор,к.н.
Иванов З.Т.,ФЭТ,,
Иванов З.Т.,ФЭТ,профессор,д.н.
Морозов В.И.,ФПМИ,,
Егоров Д.С.,ФФ,доцент,д.н.
Новиков Г.Н.,ФИВТ,профессор,д.н.
Лебедев Б.В.,ИТМО,профессор,д.н.
Семенов А.А.,ФФ,ассистент,к.н.
Новиков И.К.,ФМиМ,,к.н.
Новиков З.Т.,ФМиЕН,профессор,к.н.
Волков Г.Н.,ФМиМ,профессор,
Петров Ж.Р.,ФМиМ,ассистент,
Семенов И.К.,ФФ,профессор,
Смирнов З.Т.,ФРТ,,д.н.
Кузнецов И.К.,ФФ,доцент,
Попов Ж.Р.,ФПМИ,доцент,к.н.
Морозов М.Ю.,ФЭТ,ассистент,д.н.
Сидоров И.К.,ФУПМ,,к.н.
Попов Е.П.,ФПМИ,доцент,
Морозов Ж.Р.,ФЭТ,доцент,
Сидоров Е.П.,ФИТ,доцент,
Петров Ж.Р.,ИТМО,профессор,
Алексеев Г.Н.,ФРТ,профессор,д.н.
Смирнов В.И.,ФИТ,профессор,д.н.
Волков Д.С.,ФМиЕН,,к.н.
Смирнов Л.О.,ФМиМ,ассистент,д.н.
Морозов М.Ю.,ФИТ,профессор,д.н.
Семенов З.Т.,ФФ,профессор,к.н.
Лебедев Е.П.,ФЭТ,доцент,д.н.
Алексеев З.Т.,ФУПМ,профессор,
Егоров В.И.,ФФ,,д.н.
Семенов Ж.Р.,ФЭТ,доцент,к.н.
Семенов Е.П.,ИТМО,доцент,д.н.
Волков Б.В.,ФЭТ,профессор,д.н.
Петров Е.П.,ФУПМ,,к.н.
Лебедев В.И.,ФМиМ,ассистент,к.н.
Иванов З.Т.,ФИВТ,доцент,
Кузнецов А.А.,ФИТ,профессор,д.н.
Соколов З.Т.,ИТМО,профессор,к.н.
Кузнецов М.Ю.,ФМиМ,ассистент,к.н.
Лебедев З.Т.,ФЭТ,ассистент,к.н.
Морозов Л.О.,ФЭТ,профессор,
Семенов В.И.,ФЭТ,ассистент,
Петров А.А.,ФМиМ,доцент,
Волков К.М.,ФФ,доцент,д.н.
Волков Ж.Р.,ФМиМ,,к.н.
Иванов А.А.,ИТМО,,
Лебедев И.К.,ФИТ,профессор,д.н.
Козлов Г.Н.,ФУПМ,,
Лебедева Л.О.,ФМиЕН,ассистент,к.н.
Морозов И.К.,ФМиЕН,,д.н.
Петров Д.С.,ФМиЕН,,к.н.
Морозов К.М.,ФМиЕН,профессор,к.н.
Семенов В.И.,ФУПМ,,
Козлов Б.В.,ФРТ,профессор,д.н.
Семенов А.А.,ФЭТ,доцент,
Егоров Г.Н.,ФИВТ,ассистент,к.н.
Лебедева Д.С.,ИТМО,профессор,к.н.
Алексеев К.М.,ФИТ,доцент,
Иванов Ж.Р.,ИТМО,доцент,
Попов Л.О.,ФЭТ,профессор,д.н.
Кузнецов Л.О.,ИТМО,профессор,к.н.
Лебедева Л.О.,ФПМИ,,
Егоров Д.С.,ФИВТ,ассистент,д.н.
Кузнецов Г.Н.,ФЭТ,профессор,д.н.
Иванов Г.Н.,ФЭТ,ассистент,д.н.
Кузнецов К.М.,ФРТ,доцент,д.н.
Соколов Г.Н.,ФМиЕН,ассистент,
Новиков Л.О.,ИТМО,,д.н.
Егоров Г.Н.,ФРТ,,д.н.
Козлов А.А.,ФЭТ,профессор,д.н.
Соколов Г.Н.,ФУПМ,профессор,к.н.
Петров Д.С.,ФПМИ,ассистент,д.н.
Волков М.Ю.,ФФ,ассистент,к.н.
Алексеев З.Т.,ФЭТ,доцент,к.н.
Петров Ж.Р.,ФФ,профессор,к.н.
Волков М.Ю.,ФИВТ,доцент,к.н.
Кузнецов Е.П.,ИТМО,доцент,д.н.
Соколов И.К.,ФУПМ,профессор,
Петров В.И.,ИТМО,профессор,к.н.
Семенов Д.С.,ФЭТ,профессор,к.н.
Иванов Г.Н.,ФУПМ,,д.н.
Лебедева Е.П.,ФПМИ,ассистент,к.н.
Алексеев К.М.,ФМиМ,ассистент,д.н.
Морозов Е.П.,ФМиЕН,доцент,к.н.
Попов К.М.,ФМиЕН,,
Морозов К.М.,ФРТ,,
Смирнов Л.О.,ФПМИ,доцент,
Смирнов М.Ю.,ФЭТ,доцент,
Морозов М.Ю.,ФИТ,доцент,д.н.
Волков Г.Н.,ФМиЕН,ассистент,к.н.
Смирнов З.Т.,ФРТ,ассистент,д.н.
Козлов Е.П.,ФФ,профессор,к.н.
Сидоров Б.В.,ФЭТ,ассистент,д.н.
Соколов М.Ю.,ФИВТ,доцент,к.н.
Сидоров З.Т.,ФМиЕН,профессор,
Сидоров И.К.,ФПМИ,профессор,д.н.
Кузнецов Г.Н.,ФРТ,ассистент,д.н.
Смирнов В.И.,ФРТ,,
Иванов В.И.,ФРТ,ассистент,
Егоров А.А.,ФРТ,ассистент,к.н.
Попов Е.П.,ФУПМ,,к.н.
Лебедева К.М.,ФИВТ,доцент,
Соколов З.Т.,ФФ,,к.н.
Алексеев А.А.,ФИВТ,ассистент,к.н.
Попов И.К.,ФИВТ,доцент,к.н.
Кузнецов Е.П.,ФМиЕН,,к.н.
Новиков Л.О.,ФМиЕН,ассистент,к.н.
Попов В.И.,ФФ,,
Алексеев М.Ю.,ФИВТ,,д.н.
Волков Г.Н.,ФИТ,профессор,
Лебедев Е.П.,ФИВТ,профессор,д.н.
Сидоров В.И.,ФУПМ,ассистент,д.н.
Сидоров Г.Н.,ФУПМ,доцент,
Кузнецов Е.П.,ФУПМ,профессор,
Лебедева Д.С.,ФРТ,,к.н.
Попов Б.В.,ФРТ,ассистент,
Морозов Г.Н.,ФРТ,,к.н.
Кузнецов Б.В.,ФИТ,ассистент,
Лебедева Г.Н.,ФЭТ,,д.н.
Попов А.А.,ФИВТ,,к.н.
Петров Д.С.,ФИВТ,,
Алексеев Е.П.,ИТМО,доцент,
Волков А.А.,ФПМИ,ассистент,к.н.
Смирнов А.А.,ФЭТ,ассистент,д.н.
Козлов В.И.,ИТМО,ассистент,д.н.
Попов К.М.,ФМиЕН,доцент,
Смирнов И.К.,ФУПМ,,к.н.
Егоров Л.О.,ФМиЕН,профессор,д.н.
Алексеев З.Т.,ФЭТ,,д.н.
Новиков К.М.,ФИТ,ассистент,д.н.
Кузнецов З.Т.,ФУПМ,профессор,
Морозов Г.Н.,ФРТ,,д.н.
Иванов Е.П.,ФИВТ,доцент,д.н.
Петров Б.В.,ФФ,профессор,д.н.
Иванов Б.В.,ФПМИ,ассистент,к.н.
Волков Л.О.,ФФ,,д.н.
Иванов Е.П.,ФМиЕН,доцент,к.н.
Сидоров Ж.Р.,ФЭТ,ассистент,д.н.
Соколов Е.П.,ФИВТ,профессор,
Морозов К.М.,ФИВТ,доцент,д.н.
Алексеев З.Т.,ФИВТ,доцент,
Петров Е.П.,ФПМИ,профессор,к.н.
Смирнов И.К.,ФИВТ,доцент,
Попов А.А.,ФМиЕН,,д.н.
Козлов Д.С.,ФМиМ,профессор,к.н.
Волков Ж.Р.,ФЭТ,,
Волков Ж.Р.,ФМиМ,ассистент,
Попов М.Ю.,ФИТ,профессор,к.н.
Морозов Б.В.,ФФ,ассистент,к.н.
Семенов В.И.,ФИВТ,,к.н.
Лебедева Е.П.,ФЭТ,профессор,
Попов М.Ю.,ИТМО,профессор,д.н.
Лебедева И.К.,ФЭТ,доцент,д.н.
Попов М.Ю.,ФИТ,ассистент,д.н.
Лебедева М.Ю.,ФЭТ,ассистент,д.н.
Новиков В.И.,ФФ,ассистент,к.н.
Морозов Д.С.,ФРТ,доцент,д.н.
Лебедев И.К.,ФФ,доцент,
Соколов А.А.,ФИТ,ассистент,д.н.
Лебедева В.И.,ФМиЕН,ассистент,к.н.
Соколов Б.В.,ФМиМ,ассистент,д.н.
Алексеев Л.О.,ФФ,доцент,к.н.
Алексеев М.Ю.,ИТМО,профессор,к.н.
Новиков И.К.,ФМиЕН,,
Лебедева А.А.,ИТМО,,к.н.
Козлов В.И.,ФПМИ,доцент,
Петров Д.С.,ФМиМ,профессор,к.н.
Иванов Г.Н.,ФЭТ,доцент,д.н.
Волков Ж.Р.,ФИТ,ассистент,
Семенов Е.П.,ФУПМ,,к.н.
Козлов Л.О.,ФПМИ,профессор,д.н.
Морозов Ж.Р.,ФМиЕН,,
Морозов З.Т.,ФИТ,доцент,
Алексеев А.А.,ИТМО,,к.н.
Новиков А.А.,ФУПМ,доцент,д.н.
Волков И.К.,ФМиМ,,
Петров Г.Н.,ФИТ,,д.н.
Лебедева Д.С.,ИТМО,ассистент,к.н.
Кузнецов Г.Н.,ФУПМ,ассистент,
Смирнов Б.В.,ФЭТ,,
Семенов Б.В.,ФФ,,д.н.
Иванов Г.Н.,ФФ,профессор,к.н.
Егоров З.Т.,ФУПМ,ассистент,д.н.
Волков Б.В.,ФМиЕН,профессор,
Егоров Г.Н.,ФМиМ,ассистент,д.н.
Лебедев З.Т.,ФМиЕН,профессор,д.н.
Сидоров Л.О.,ФПМИ,,
Семенов В.И.,ФПМИ,ассистент,к.н.
Иванов М.Ю.,ФРТ,,
Лебедев А.А.,ФИВТ,доцент,к.н.
Соколов Б.В.,ФМиЕН,профессор,д.н.
Соколов Е.П.,ФИВТ,доцент,д.н.
Алексеев Б.В.,ФЭТ,профессор,д.н.
Иванов К.М.,ФРТ,доцент,к.н.
Лебедева Е.П.,ФРТ,,к.н.
Новиков Д.С.,ФФ,,д.н.
Иванов Г.Н.,ФПМИ,профессор,к.н.
Егоров З.Т.,ФФ,доцент,д.н.
Кузнецов В.И.,ФИТ,профессор,д.н.
Попов М.Ю.,ФЭТ,ассистент,
Соколов Л.О.,ФМиМ,ассистент,
Новиков Л.О.,ФПМИ,доцент,д.н.
Козлов Д.С.,ФЭТ,ассистент,
Алексеев Г.Н.,ФМиЕН,доцент,к.н.
Иванов З.Т.,ФРТ,доцент,к.н.
Семенов М.Ю.,ФУПМ,,д.н.
Петров И.К.,ФРТ,ассистент,
Иванов Е.П.,ФФ,ассистент,
Сидоров М.Ю.,ФУПМ,,д.н.
Попов З.Т.,ФИВТ,,д.н.
Иванов К.М.,ФМиМ,профессор,к.н.
Алексеев Л.О.,ФИТ,ассистент,к.н.
Попов В.И.,ФИВТ,,
Сидоров Б.В.,ФУПМ,ассистент,
Морозов Л.О.,ФМиМ,доцент,д.н.
Морозов В.И.,ФМиМ,,д.н.
Петров З.Т.,ФФ,,
Смирнов Д.С.,ФРТ,профессор,д.н.
Соколов Г.Н.,ФУПМ,профессор,
Лебедева Ж.Р.,ФМиЕН,доцент,д.н.
Попов И.К.,ФМиМ,ассистент,
Кузнецов А.А.,ФПМИ,доцент,
Кузнецов Ж.Р.,ФЭТ,ассистент,к.н.
Попов К.М.,ИТМО,доцент,к.н.
Сидоров Д.С.,ФИВТ,профессор,к.н.
Семенов З.Т.,ИТМО,ассистент,д.н.
Алексеев А.А.,ФФ,,
Сидоров З.Т.,ФФ,доцент,д.н.
Лебедев Б.В.,ФМиМ,,к.н.
Попов Ж.Р.,ФМиМ,доцент,д.н.
Лебедев Г.Н.,ФЭТ,,
Волков Л.О.,ФПМИ,доцент,
Сидоров К.М.,ФЭТ,,д.н.
Сидоров Е.П.,ФМиЕН,ассистент,
Новиков Д.С.,ФЭТ,ассистент,
